Date,price,bac,meta,msft,spx,amd,crm
08/20/2021,148.19,40.37,359.37,304.36,4441.67,104.65,256.13
08/19/2021,146.7,40.19,355.12,296.77,4405.8,103.7,253.07
08/18/2021,146.36,40.79,355.45,290.73,4400.27,103.44,251.22
08/17/2021,150.19,41.09,358.45,293.08,4448.08,107.56,246.99
08/16/2021,151.12,41.29,366.56,294.6,4479.71,107.48,249.2
08/13/2021,149.1,41.63,363.18,292.85,4468.0,110.55,251.56
08/12/2021,148.89,42.15,362.65,289.81,4460.83,106.5,248.39
08/11/2021,145.86,41.95,359.96,286.95,4447.7,107.68,242.28
08/10/2021,145.6,41.43,361.13,286.44,4436.75,106.48,243.39
08/09/2021,146.09,40.67,361.61,288.33,4432.35,107.58,249.32
08/06/2021,146.14,40.15,363.51,289.46,4436.52,110.11,250.59
08/05/2021,147.06,39.02,362.97,289.52,4429.1,112.35,250.56
08/04/2021,146.95,38.27,358.92,286.51,4402.66,118.77,244.17
08/03/2021,147.36,38.55,351.24,287.12,4423.15,112.56,241.13
08/02/2021,145.52,37.96,351.95,284.82,4387.16,108.63,240.86
07/30/2021,145.86,38.36,356.3,284.91,4395.26,106.19,241.93
07/29/2021,145.64,38.68,358.32,286.5,4419.15,102.95,244.04
07/28/2021,144.98,38.13,373.28,286.22,4400.64,97.93,243.96
07/27/2021,146.77,37.98,367.81,286.54,4401.46,91.03,243.51
07/26/2021,148.99,38.13,372.46,289.05,4422.3,91.82,247.6
07/23/2021,148.56,37.7,369.79,289.67,4411.79,92.15,248.25
07/22/2021,146.8,37.96,351.19,286.14,4367.48,91.21,248.28
07/21/2021,145.4,38.46,346.23,281.4,4358.69,89.41,242.11
07/20/2021,146.15,37.69,341.66,279.32,4323.06,87.11,240.11
07/19/2021,142.45,36.93,336.95,277.01,4258.49,86.58,237.55
07/16/2021,146.39,37.92,341.16,280.75,4327.16,85.89,238.43
07/15/2021,148.48,38.83,344.46,281.03,4360.03,86.93,237.58
07/14/2021,149.15,38.86,347.63,282.51,4374.3,89.05,242.43
07/13/2021,145.64,39.86,352.09,280.98,4369.21,90.26,244.02
07/12/2021,144.5,40.63,353.16,277.32,4384.63,90.81,242.91
07/09/2021,145.11,40.04,350.42,277.94,4369.55,90.9,245.06
07/08/2021,143.24,38.78,345.65,277.42,4320.82,89.74,245.8
07/07/2021,144.57,39.75,350.49,279.93,4358.13,90.54,248.44
07/06/2021,142.02,40.07,352.78,277.66,4343.54,94.47,250.25
07/02/2021,139.96,41.15,354.7,277.65,4352.34,94.7,248.2
07/01/2021,137.27,41.54,354.39,271.6,4319.94,93.31,244.98
06/30/2021,136.96,41.23,347.71,270.9,4297.5,93.93,244.27
06/29/2021,136.33,40.89,351.89,271.4,4291.8,89.52,245.81
06/28/2021,134.78,41.56,355.64,268.72,4290.61,87.08,244.57
06/25/2021,133.11,41.62,341.37,265.02,4280.7,85.62,241.87
06/24/2021,133.41,40.83,343.18,266.69,4266.49,86.1,243.77
06/23/2021,133.7,40.2,340.59,265.275,4241.84,83.82,241.84
06/22/2021,133.98,39.97,339.03,265.51,4246.44,83.58,243.11
06/21/2021,132.3,39.75,332.29,262.63,4224.79,82.59,244.48
06/18/2021,130.46,38.78,329.66,259.43,4166.45,84.65,242.78
06/17/2021,131.79,39.8,336.51,260.9,4221.86,84.56,244.43
06/16/2021,130.15,41.62,331.08,257.38,4223.7,80.11,242.39
06/15/2021,129.64,41.39,336.75,258.36,4246.59,80.47,242.58
06/14/2021,130.48,41.36,336.77,259.89,4255.15,81.55,246.26
06/11/2021,127.35,41.86,331.26,257.89,4247.44,81.31,240.31
06/10/2021,126.11,41.69,332.46,257.24,4239.18,81.56,240.19
06/09/2021,127.13,42.32,330.25,253.59,4219.55,79.96,236.09
06/08/2021,126.74,42.88,333.68,252.57,4227.26,80.89,236.42
06/07/2021,125.9,43.12,336.58,253.81,4226.52,81.35,238.14
06/04/2021,125.89,43.27,330.35,250.79,4229.89,81.58,237.48
06/03/2021,123.54,43.25,326.04,245.71,4192.85,80.28,230.84
06/02/2021,125.06,42.94,329.15,247.3,4208.12,81.97,234.62
06/01/2021,124.28,42.92,329.13,247.4,4202.04,80.81,236.2
05/28/2021,124.61,42.39,328.73,249.68,4204.11,80.08,238.1
05/27/2021,125.28,42.55,332.75,249.31,4200.88,78.42,225.83
05/26/2021,126.85,42.04,327.66,251.49,4195.99,78.34,229.68
05/25/2021,126.9,42.01,327.79,251.72,4188.13,77.86,227.71
05/24/2021,127.1,42.63,324.63,250.78,4197.05,77.44,226.99
05/21/2021,125.43,42.4,316.23,245.17,4155.86,77.17,222.58
05/20/2021,127.31,41.87,318.61,246.48,4159.12,78.06,223.78
05/19/2021,124.69,41.97,313.59,243.12,4115.68,76.23,221.34
05/18/2021,124.85,42.16,309.96,243.08,4127.83,74.44,214.33
05/17/2021,126.27,42.74,315.46,245.18,4163.29,74.65,215.06
05/14/2021,127.45,42.36,315.94,248.15,4173.85,74.59,217.66
05/13/2021,124.97,41.84,305.26,243.03,4112.5,73.09,211.86
05/12/2021,122.77,41.18,302.55,239.0,4063.04,74.64,210.54
05/11/2021,125.91,41.57,306.53,246.23,4152.1,76.83,215.56
05/10/2021,126.85,42.05,305.97,247.18,4188.43,75.99,213.89
05/07/2021,130.21,42.18,319.08,252.46,4232.6,78.81,216.5
05/06/2021,129.74,42.01,320.02,249.73,4201.62,77.89,218.05
05/05/2021,128.1,41.39,315.02,246.47,4167.59,77.83,215.4
05/04/2021,127.85,41.0,318.36,247.79,4164.66,78.61,217.18
05/03/2021,132.54,40.56,322.58,251.86,4192.66,78.55,223.76
04/30/2021,131.46,40.53,325.08,252.18,4181.17,81.62,230.32
04/29/2021,133.48,41.11,329.51,252.51,4211.47,83.91,234.36
04/28/2021,133.58,40.03,307.1,254.56,4183.18,84.02,236.88
04/27/2021,134.39,39.88,303.57,261.97,4186.72,85.21,234.21
04/26/2021,134.72,39.41,303.04,261.55,4187.62,85.41,235.46
04/23/2021,134.32,39.18,301.13,261.15,4180.17,82.76,233.51
04/22/2021,131.94,38.36,296.52,257.17,4134.98,79.06,231.35
04/21/2021,133.5,38.72,301.47,260.58,4173.42,81.61,230.56
04/20/2021,133.11,38.08,302.65,258.26,4134.94,79.27,227.96
04/19/2021,134.84,39.17,302.24,258.74,4163.26,81.11,230.5
04/16/2021,134.16,39.15,306.18,260.74,4185.47,82.15,231.91
04/15/2021,134.5,38.74,307.82,259.5,4170.42,83.01,233.0
04/14/2021,132.03,39.88,302.82,255.59,4124.66,78.55,228.02
04/13/2021,134.43,39.32,309.76,258.49,4141.59,80.19,232.0
04/12/2021,131.24,40.06,311.54,255.91,4127.99,78.58,228.76
04/09/2021,132.995,39.99,312.46,255.85,4128.8,82.76,231.28
04/08/2021,130.36,39.7,313.02,253.25,4097.17,83.35,224.45
04/07/2021,127.9,40.05,313.09,249.9,4079.95,82.2,220.79
04/06/2021,126.21,39.69,306.26,247.86,4073.94,81.44,221.09
04/05/2021,125.9,39.8,308.91,249.07,4077.91,81.43,220.29
04/01/2021,123.0,39.49,298.66,242.35,4019.87,81.09,218.72
03/31/2021,122.15,38.69,294.53,235.77,3972.89,78.5,211.87
03/30/2021,119.9,38.99,288.0,231.85,3958.55,76.0,210.0
03/29/2021,121.39,38.31,290.82,235.24,3971.09,77.14,210.77
03/26/2021,121.21,38.68,283.02,236.48,3974.54,77.41,209.09
03/25/2021,120.59,37.66,278.74,232.34,3909.52,76.22,205.44
03/24/2021,120.09,36.9,282.14,235.46,3889.14,76.48,209.53
03/23/2021,122.54,36.9,290.63,237.58,3910.52,78.38,215.0
03/22/2021,123.39,37.66,293.54,235.99,3940.59,80.3,215.17
03/19/2021,119.99,38.53,290.11,230.35,3913.1,79.06,212.2
03/18/2021,120.53,38.94,278.62,230.72,3915.46,78.12,209.48
03/17/2021,124.76,37.95,284.01,237.04,3974.12,82.63,213.12
03/16/2021,125.57,37.64,279.28,237.71,3962.71,82.75,214.48
03/15/2021,123.99,37.75,273.75,234.81,3968.94,82.5,212.8
03/12/2021,121.03,37.94,268.4,235.75,3943.34,81.05,212.21
03/11/2021,121.96,37.24,273.88,237.13,3939.34,81.23,215.95
03/10/2021,119.98,37.37,264.9,232.42,3898.81,77.52,211.96
03/09/2021,121.085,36.32,265.74,233.78,3875.44,78.53,211.53
03/08/2021,116.36,37.13,255.31,227.39,3821.35,73.96,207.72
03/05/2021,121.42,36.93,264.28,231.6,3841.94,78.52,210.76
03/04/2021,120.13,36.5,257.64,226.73,3768.47,77.75,205.33
03/03/2021,122.06,36.42,255.41,227.56,3819.72,80.86,206.0
03/02/2021,125.12,35.53,259.0,233.87,3870.29,84.13,213.47
03/01/2021,127.79,35.79,264.91,236.94,3901.82,86.39,217.54
02/26/2021,121.26,34.71,257.62,232.38,3811.15,84.51,216.5
02/25/2021,120.99,35.93,254.69,228.99,3829.34,82.42,231.08
02/24/2021,125.35,36.38,264.31,234.55,3925.43,86.94,240.47
02/23/2021,125.86,35.52,265.855,233.27,3881.37,84.74,235.64
02/22/2021,126.0,35.15,260.33,234.51,3876.5,85.37,240.95
02/19/2021,129.87,34.54,261.56,240.97,3906.71,89.58,246.56
02/18/2021,129.71,34.19,269.39,243.79,3913.97,88.64,247.01
02/17/2021,130.84,34.41,273.57,244.2,3931.33,89.94,247.66
02/16/2021,133.19,34.27,273.97,243.7,3932.59,91.46,248.59
02/12/2021,135.37,33.37,270.5,244.99,3934.83,93.77,240.37
02/11/2021,135.13,32.88,270.39,244.49,3916.38,92.66,241.24
02/10/2021,135.39,32.98,271.87,242.82,3909.88,92.35,236.72
02/09/2021,136.01,32.95,269.45,243.77,3911.23,90.91,236.7
02/08/2021,136.91,33.09,266.58,242.47,3915.59,91.47,238.93
02/05/2021,136.76,32.37,268.1,242.2,3886.83,87.9,238.89
02/04/2021,137.39,32.5,266.49,242.01,3871.74,87.84,237.98
02/03/2021,133.94,31.58,266.65,243.0,3830.17,87.89,234.82
02/02/2021,134.99,31.03,267.08,239.51,3826.31,88.86,234.2
02/01/2021,134.14,29.96,262.01,239.65,3773.86,87.66,228.46
01/29/2021,131.96,29.65,258.33,231.96,3714.24,85.64,225.56
01/28/2021,137.09,30.32,265.0,238.93,3787.38,87.52,226.5
01/27/2021,142.06,29.83,272.14,232.9,3750.77,88.84,224.78
01/26/2021,143.16,30.94,282.05,232.33,3849.62,94.71,226.26
01/25/2021,142.92,31.16,278.01,229.53,3855.36,94.13,225.92
01/22/2021,139.07,31.55,274.5,225.95,3841.47,92.79,225.77
01/21/2021,136.87,31.77,272.87,224.97,3853.07,91.53,222.17
01/20/2021,132.03,32.34,267.48,224.34,3851.85,88.75,223.44
01/19/2021,127.83,32.77,261.1,216.44,3798.91,89.45,216.76
01/15/2021,127.14,33.01,251.36,212.65,3768.25,88.21,213.14
01/14/2021,128.91,33.99,245.64,213.02,3795.54,90.79,215.6
01/13/2021,130.89,33.46,251.64,216.34,3809.84,91.78,218.18
01/12/2021,128.8,33.66,251.09,214.93,3801.19,95.355,215.52
01/11/2021,128.98,33.07,256.84,217.49,3799.61,97.25,218.25
01/08/2021,132.05,32.53,267.57,219.62,3824.68,94.58,222.04
01/07/2021,130.92,32.86,268.74,218.29,3803.79,95.16,217.98
01/06/2021,126.6,32.15,263.31,212.25,3748.14,90.33,216.15
01/05/2021,131.01,30.26,270.97,217.9,3726.86,92.77,221.52
01/04/2021,129.41,30.03,268.94,217.69,3700.65,92.3,220.31
12/31/2020,132.69,30.31,273.16,222.42,3756.07,91.71,222.53
12/30/2020,133.72,29.98,271.87,221.68,3732.04,92.29,222.4
12/29/2020,134.87,30.01,276.78,224.15,3727.04,90.62,222.46
12/28/2020,136.69,30.13,277.0,224.96,3735.36,91.6,224.64
12/24/2020,131.97,29.96,267.4,222.75,3703.06,91.81,225.78
12/23/2020,130.96,30.05,268.11,221.02,3690.01,91.55,227.43
12/22/2020,131.88,29.21,267.09,223.94,3687.26,93.16,231.17
12/21/2020,128.23,29.74,272.79,222.59,3694.92,93.23,226.47
12/18/2020,126.655,28.67,276.4,218.59,3709.41,95.92,227.43
12/17/2020,128.7,28.83,274.48,219.42,3722.48,96.84,225.92
12/16/2020,127.81,28.72,275.67,219.28,3701.17,96.85,223.62
12/15/2020,127.88,28.64,275.55,214.13,3694.62,97.12,220.15
12/14/2020,121.78,28.22,274.19,214.2,3647.49,94.78,221.27
12/11/2020,122.41,28.57,273.55,213.26,3663.46,91.65,222.42
12/10/2020,123.24,29.11,277.12,210.52,3668.1,91.66,222.92
12/09/2020,121.78,28.8,277.92,211.8,3672.82,89.83,220.57
12/08/2020,124.38,28.93,283.4,216.01,3702.25,92.92,227.86
12/07/2020,123.75,29.09,285.58,214.29,3691.96,94.07,227.7
12/04/2020,122.25,29.29,279.7,214.36,3699.12,94.04,225.86
12/03/2020,122.94,28.91,281.85,214.24,3666.72,92.31,220.97
12/02/2020,123.08,29.06,287.52,215.37,3669.01,93.74,220.78
12/01/2020,122.72,28.69,286.55,216.21,3662.45,92.63,241.35
11/30/2020,119.05,28.16,276.97,214.07,3621.63,92.66,245.8
11/27/2020,116.59,28.99,277.81,215.23,3638.35,87.19,247.63
11/25/2020,116.03,29.03,275.59,213.87,3629.65,86.71,246.82
11/24/2020,115.17,28.98,276.92,213.86,3635.41,85.07,260.84
11/23/2020,113.85,27.39,268.43,210.11,3577.59,85.31,257.64
11/20/2020,117.34,26.81,269.7,210.39,3557.54,84.64,258.04
11/19/2020,118.64,26.98,272.94,212.42,3581.87,85.54,264.65
11/18/2020,118.03,26.98,271.97,211.08,3567.79,82.54,257.16
11/17/2020,119.39,27.55,275.0,214.46,3609.53,83.36,256.17
11/16/2020,120.3,27.58,278.96,217.23,3626.91,83.73,249.89
11/13/2020,119.26,27.0,276.95,216.51,3585.15,81.43,249.51
11/12/2020,119.21,26.69,275.08,215.44,3537.01,81.84,249.42
11/11/2020,119.49,27.34,276.48,216.55,3572.66,81.28,254.18
11/10/2020,115.97,27.66,272.43,211.01,3545.53,77.99,247.66
11/09/2020,116.32,27.76,278.77,218.39,3550.5,83.12,259.28
11/06/2020,118.69,24.31,293.41,223.72,3509.44,85.88,260.15
11/05/2020,119.03,24.61,294.68,223.29,3510.45,83.0,260.22
11/04/2020,114.95,23.68,287.38,216.39,3443.44,81.35,250.74
11/03/2020,110.44,24.69,265.3,206.43,3369.02,76.58,237.13
11/02/2020,108.77,24.08,261.36,202.33,3310.24,74.7,232.45
10/30/2020,108.86,23.7,263.11,202.47,3269.96,75.29,232.27
10/29/2020,115.32,23.54,280.83,204.72,3310.11,78.02,237.14
10/28/2020,111.2,23.47,267.67,202.68,3271.03,76.4,238.43
10/27/2020,116.6,23.85,283.29,213.25,3390.68,78.88,250.3
10/26/2020,115.05,24.54,277.11,210.08,3400.97,82.23,241.98
10/23/2020,115.04,24.9,284.79,216.23,3465.39,81.96,250.52
10/22/2020,115.75,24.87,278.12,214.89,3453.49,79.42,249.67
10/21/2020,116.87,24.05,278.73,214.8,3435.56,79.2,254.23
10/20/2020,117.51,24.14,267.56,214.65,3443.12,81.56,255.97
10/19/2020,115.98,23.72,261.4,214.22,3426.92,82.0,255.01
10/16/2020,119.02,24.24,265.93,219.66,3483.81,83.17,258.55
10/15/2020,120.71,24.15,266.72,219.66,3483.34,83.13,257.72
10/14/2020,121.19,23.62,271.82,220.86,3488.67,84.21,261.83
10/13/2020,121.1,24.95,276.14,222.86,3511.93,85.28,266.83
10/12/2020,124.4,25.68,275.75,221.4,3534.22,84.29,267.07
10/09/2020,116.97,25.36,264.45,215.81,3477.13,83.1,265.98
10/08/2020,114.97,25.24,263.76,210.58,3446.83,86.51,260.22
10/07/2020,115.08,24.88,258.12,209.83,3419.45,86.69,259.98
10/06/2020,113.16,24.37,258.66,205.91,3360.95,84.48,250.14
10/05/2020,116.5,24.62,264.65,210.38,3408.63,86.15,251.53
10/02/2020,113.02,24.21,259.94,206.19,3348.44,81.8,247.85
10/01/2020,116.79,24.1,266.63,212.46,3380.8,84.86,253.45
09/30/2020,115.81,24.09,261.9,210.33,3363.0,81.99,251.32
09/29/2020,114.09,23.77,261.79,207.26,3335.47,81.77,247.45
09/28/2020,114.96,24.09,256.82,209.44,3351.6,79.48,246.67
09/25/2020,112.28,23.49,254.82,207.82,3298.46,78.055,242.74
09/24/2020,108.22,23.34,249.53,203.19,3246.59,75.82,237.55
09/23/2020,107.12,23.26,249.02,200.59,3236.92,74.73,235.99
09/22/2020,111.81,23.94,254.75,207.42,3315.57,77.7,247.78
09/21/2020,110.08,24.47,248.15,202.54,3281.06,77.94,245.05
09/18/2020,106.84,25.21,252.53,200.39,3319.47,74.93,242.78
09/17/2020,110.34,25.35,254.82,202.91,3357.01,76.55,244.53
09/16/2020,112.13,25.6,263.52,205.05,3385.49,76.66,250.6
09/15/2020,115.54,25.28,272.42,208.78,3401.2,78.93,251.68
09/14/2020,115.355,25.75,266.15,205.41,3383.54,77.9,246.64
09/11/2020,112.0,25.5,266.61,204.03,3340.97,76.34,243.1
09/10/2020,113.49,25.14,268.09,205.37,3339.19,78.98,247.8
09/09/2020,117.32,25.51,273.72,211.29,3398.96,81.91,250.43
09/08/2020,112.82,25.48,271.16,202.66,3331.84,78.69,241.27
09/04/2020,120.96,26.54,282.73,214.25,3426.96,82.01,254.7
09/03/2020,120.88,25.66,291.12,217.3,3455.06,82.54,265.01
09/02/2020,131.4,26.02,302.5,231.65,3580.84,90.22,276.69
09/01/2020,134.18,25.71,295.44,227.27,3526.65,92.18,281.25
08/31/2020,129.04,25.74,293.2,225.53,3500.31,90.82,272.65
08/28/2020,124.8075,26.3,293.66,228.91,3508.01,85.55,271.1
08/27/2020,125.01,26.05,293.22,226.58,3484.55,83.8,276.32
08/26/2020,126.5225,25.56,303.91,221.15,3478.73,86.02,272.32
08/25/2020,124.825,26.0,280.82,216.47,3443.62,86.35,216.05
08/24/2020,125.8575,25.69,271.39,213.69,3431.28,83.08,208.46
08/21/2020,124.37,24.98,267.01,213.02,3397.16,83.81,207.53
08/20/2020,118.275,25.1,269.01,214.58,3385.51,82.77,209.51
08/19/2020,115.7075,25.5,262.59,209.7,3374.85,81.09,205.11
08/18/2020,115.5625,25.53,262.34,211.49,3389.78,81.66,204.01
08/17/2020,114.6075,25.9,261.16,210.28,3381.99,82.42,196.74
08/14/2020,114.9075,26.47,261.24,208.9,3372.85,81.3,193.46
08/13/2020,115.01,26.35,261.3,208.7,3373.43,81.84,195.14
08/12/2020,113.01,26.73,259.89,209.19,3380.35,82.61,192.62
08/11/2020,109.375,26.92,256.13,203.38,3333.69,76.88,191.99
08/10/2020,112.7275,26.56,263.0,208.25,3360.47,82.24,197.16
08/07/2020,111.1125,26.11,268.44,212.48,3351.28,84.85,201.05
08/06/2020,113.9025,25.47,265.28,216.35,3349.16,86.71,207.79
08/05/2020,110.0625,25.39,249.12,212.94,3327.77,85.31,202.64
08/04/2020,109.665,25.01,249.83,213.29,3306.51,85.04,201.41
08/03/2020,108.9375,24.99,251.96,216.54,3294.61,77.67,203.19
07/31/2020,106.26,24.88,253.67,205.01,3271.12,77.43,194.85
07/30/2020,96.19,24.84,234.5,203.9,3246.22,78.2,191.7
07/29/2020,95.04,25.27,233.29,204.06,3258.44,76.09,193.61
07/28/2020,93.2525,24.36,230.12,202.02,3218.44,67.61,189.5
07/27/2020,94.81,24.14,233.5,203.85,3239.41,68.97,190.96
07/24/2020,92.615,24.35,230.71,201.3,3215.63,69.4,188.49
07/23/2020,92.845,24.54,232.6,202.54,3235.66,59.57,188.54
07/22/2020,97.2725,24.31,239.87,211.75,3276.02,61.79,191.31
07/21/2020,97.0,24.42,241.75,208.75,3257.3,57.0,190.8
07/20/2020,98.3575,23.58,245.42,211.6,3251.84,57.46,195.09
07/17/2020,96.3275,23.22,242.03,202.88,3224.73,55.04,187.78
07/16/2020,96.5225,23.93,240.93,203.92,3215.57,54.92,185.51
07/15/2020,97.725,24.6,240.28,208.04,3226.56,55.34,188.09
07/14/2020,97.0575,24.14,239.73,208.35,3197.52,54.72,189.56
07/13/2020,95.4775,24.19,239.0,207.07,3155.22,53.59,188.34
07/10/2020,95.92,24.02,245.07,213.67,3185.04,55.88,198.88
07/09/2020,95.6825,22.77,244.5,214.32,3152.05,57.255,200.74
07/08/2020,95.3425,23.1,243.58,212.83,3169.94,53.43,200.28
07/07/2020,93.1725,23.01,240.86,208.25,3145.32,52.93,196.38
07/06/2020,93.4625,23.66,240.28,210.7,3179.72,53.4,197.72
07/02/2020,91.0275,23.29,233.42,206.26,3130.01,52.34,192.53
07/01/2020,91.0275,23.26,237.55,204.7,3115.86,52.58,191.89
06/30/2020,91.2,23.75,227.07,203.51,3100.29,52.61,187.33
06/29/2020,90.445,23.39,220.64,198.44,3053.24,50.28,183.33
06/26/2020,88.4075,23.15,216.08,196.33,3009.05,50.1,183.17
06/25/2020,91.21,24.72,235.68,200.34,3083.76,51.93,188.34
06/24/2020,90.015,23.81,234.02,197.84,3050.33,52.39,185.55
06/23/2020,91.6325,24.79,242.24,201.91,3131.29,53.99,189.06
06/22/2020,89.7175,24.62,239.22,200.57,3117.86,54.76,191.65
06/19/2020,87.43,25.25,238.79,195.15,3097.74,54.23,186.95
06/18/2020,87.9325,25.04,235.94,196.32,3115.34,54.04,187.66
06/17/2020,87.8975,25.0,235.53,194.24,3113.49,54.55,181.4
06/16/2020,88.02,25.8,235.65,193.57,3124.74,54.46,180.48
06/15/2020,85.7475,25.15,232.5,188.94,3066.59,54.68,178.61
06/12/2020,84.7,24.78,228.58,187.74,3041.31,53.5,175.11
06/11/2020,83.975,23.93,224.43,186.27,3002.1,52.83,172.05
06/10/2020,88.21,26.6,236.73,196.84,3190.14,57.44,182.1
06/09/2020,85.9975,28.22,238.67,189.8,3207.18,56.39,174.56
06/08/2020,83.365,28.54,231.4,188.36,3232.39,52.97,176.55
06/05/2020,82.875,28.11,230.77,187.2,3193.93,53.1,173.88
06/04/2020,80.58,26.78,226.29,182.92,3112.35,52.63,171.44
06/03/2020,81.28,25.99,230.16,185.36,3122.87,52.73,174.99
06/02/2020,80.835,24.84,232.72,184.91,3080.82,53.54,174.23
06/01/2020,80.4625,24.61,231.91,182.83,3055.73,53.63,176.36
05/29/2020,79.485,24.12,225.09,183.25,3044.31,53.8,174.79
05/28/2020,79.5625,24.86,225.46,181.4,3029.73,51.74,181.1
05/27/2020,79.5275,25.98,229.14,181.81,3036.13,52.74,176.6
05/26/2020,79.1825,24.28,232.2,181.57,2991.77,53.19,176.52
05/22/2020,79.7225,22.66,234.91,183.51,2955.45,55.17,177.85
05/21/2020,79.2125,22.9,231.39,183.43,2948.51,54.65,175.26
05/20/2020,79.8075,22.91,229.97,185.66,2971.61,56.39,176.93
05/19/2020,78.285,22.21,216.88,183.63,2922.94,55.47,176.04
05/18/2020,78.74,22.93,213.19,184.91,2953.91,54.59,172.5
05/15/2020,76.9275,21.44,210.88,183.16,2863.7,54.2,171.33
05/14/2020,77.385,21.71,206.81,180.53,2852.5,54.51,167.0
05/13/2020,76.9125,20.87,205.1,179.75,2820.0,52.18,169.64
05/12/2020,77.8525,21.87,210.1,182.51,2870.12,53.76,177.54
05/11/2020,78.7525,22.58,213.18,186.74,2930.32,55.74,182.67
05/08/2020,77.5325,23.57,212.35,184.68,2929.8,53.19,175.9
05/07/2020,75.935,22.84,211.26,183.6,2881.19,51.95,169.9
05/06/2020,75.1575,22.35,208.47,182.54,2848.42,52.16,163.67
05/05/2020,74.39,22.66,207.07,180.76,2868.44,52.19,163.25
05/04/2020,73.29,22.93,205.26,178.84,2842.74,52.56,161.47
05/01/2020,72.2675,23.08,202.27,174.57,2830.71,49.88,156.37
04/30/2020,73.45,24.05,204.71,179.21,2912.43,52.39,161.95
04/29/2020,71.9325,24.78,194.19,177.43,2939.51,53.66,160.43
04/28/2020,69.645,23.89,182.91,169.81,2863.39,55.51,154.46
04/27/2020,70.7925,23.47,187.5,174.05,2878.48,56.49,157.63
04/24/2020,70.7425,22.18,190.07,174.55,2836.74,56.18,153.98
04/23/2020,68.7575,21.87,185.13,171.42,2797.8,55.9,151.72
04/22/2020,69.025,21.8,182.28,173.52,2799.31,55.92,154.14
04/21/2020,67.0925,21.64,170.8,167.82,2736.56,52.92,150.56
04/20/2020,69.2325,22.5,178.24,175.06,2823.16,56.97,162.76
04/17/2020,70.7,23.28,179.24,178.6,2874.56,56.6,162.62
04/16/2020,71.6725,21.42,176.25,177.04,2799.55,56.95,157.06
04/15/2020,71.1075,22.19,176.97,171.88,2783.36,54.99,155.63
04/14/2020,71.7625,23.73,178.17,173.7,2846.06,54.93,157.71
04/13/2020,68.3125,23.92,174.79,165.51,2761.63,50.94,152.5
04/09/2020,66.9975,24.86,175.19,165.14,2789.82,48.38,154.55
04/08/2020,66.5175,23.45,174.28,165.13,2749.98,48.79,151.12
04/07/2020,64.8575,22.14,168.83,163.49,2659.41,47.56,145.07
04/06/2020,65.6175,21.39,165.55,165.27,2663.68,47.52,147.55
04/03/2020,60.3525,20.03,154.18,153.83,2488.65,42.59,134.31
04/02/2020,61.2325,20.57,158.19,155.26,2526.9,44.49,134.32
04/01/2020,60.2275,19.77,159.6,152.11,2470.5,43.66,134.06
03/31/2020,63.5725,21.23,166.8,157.71,2584.59,45.48,143.98
03/30/2020,63.7025,22.04,165.95,160.23,2626.65,47.86,149.85
03/27/2020,61.935,21.6,156.79,149.7,2541.47,46.58,146.0
03/26/2020,64.61,22.72,163.34,156.11,2630.07,47.5,154.73
03/25/2020,61.38,21.1,156.21,146.92,2475.56,44.63,147.06
03/24/2020,61.72,21.03,160.98,148.34,2447.33,46.22,153.64
03/23/2020,56.0925,18.08,148.1,135.98,2237.4,41.64,140.52
03/20/2020,57.31,19.67,149.73,137.35,2304.92,39.61,139.35
03/19/2020,61.195,21.2,153.13,142.71,2409.39,39.82,139.46
03/18/2020,61.6675,20.79,146.96,140.4,2398.1,39.12,132.24
03/17/2020,63.215,21.98,149.42,146.57,2529.19,41.88,135.42
03/16/2020,60.5525,20.44,146.01,135.42,2386.13,38.71,124.3
03/13/2020,69.4925,24.16,170.28,158.83,2711.02,43.9,147.78
03/12/2020,62.0575,20.51,154.47,139.06,2480.64,39.01,140.59
03/11/2020,68.8575,22.67,170.24,153.63,2741.38,45.7,154.57
03/10/2020,71.335,23.61,178.19,160.92,2882.23,45.38,161.34
03/09/2020,66.5425,21.93,169.5,150.62,2746.56,43.27,151.21
03/06/2020,72.2575,25.71,181.09,161.57,2972.37,48.59,164.08
03/05/2020,73.23,26.78,185.17,166.27,3023.94,48.11,169.6
03/04/2020,75.685,28.39,191.76,170.55,3130.12,50.11,175.69
03/03/2020,72.33,27.75,185.89,164.51,3003.37,46.75,169.37
03/02/2020,74.7025,29.37,196.44,172.79,3090.23,47.46,176.76
02/28/2020,68.34,28.5,192.47,162.01,2954.22,45.48,170.4
02/27/2020,68.38,29.13,189.75,158.18,2978.76,44.01,172.15
02/26/2020,73.1625,30.63,197.2,170.17,3116.39,47.49,178.87
02/25/2020,72.02,31.08,196.77,168.07,3128.21,47.57,181.27
02/24/2020,74.545,32.73,200.72,170.89,3225.89,49.12,185.94
02/21/2020,78.2625,34.36,210.18,178.59,3337.75,53.28,189.5
02/20/2020,80.075,34.85,214.58,184.42,3373.23,57.27,193.36
02/19/2020,80.905,34.72,217.49,187.28,3386.15,58.9,192.87
02/18/2020,79.75,34.27,217.8,187.23,3370.29,56.89,191.09
02/14/2020,81.2375,34.85,214.18,185.35,3380.16,55.31,189.95
02/13/2020,81.2175,34.91,213.14,183.71,3373.94,54.53,188.64
02/12/2020,81.8,34.92,210.76,184.71,3379.45,53.89,189.46
02/11/2020,79.9025,34.77,207.19,184.44,3357.75,53.8,189.11
